datetime,datetimeEpoch,temp,feelslike,humidity,dew,precip,windgust,windspeed,winddir,pressure,cloudcover,visibility,uvindex,conditions,icon,source,weather_time
00:00:00,1734480000,14.28,14.33,53.31,4.99,-0.0,28.45,5.31,109.97,1018.96,0.18,16.04,0.0,Clear,clear-night,obs,2024-12-18 00:00:00
00:00:00,1734480030,14.32,14.24,53.19,5.01,-0.01,28.36,5.33,109.22,1019.02,0.0,16.01,0.01,Clear,clear-night,obs,2024-12-18 00:00:30
00:00:00,1734480060,14.28,14.33,53.03,5.03,-0.01,28.4,5.39,109.65,1019.01,0.0,15.98,0.0,Clear,clear-night,obs,2024-12-18 00:01:00
00:00:00,1734480090,14.36,14.32,53.07,5.01,0.0,28.4,5.37,110.19,1019.05,0.27,16.01,0.0,Clear,clear-night,obs,2024-12-18 00:01:30
00:00:00,1734480120,14.29,14.31,53.46,5.0,0.0,28.3,5.4,109.82,1019.02,0.0,15.95,0.0,Clear,clear-night,obs,2024-12-18 00:02:00
00:00:00,1734480150,14.24,14.29,53.12,5.0,0.0,28.36,5.39,109.82,1019.03,0.15,15.98,0.0,Clear,clear-night,obs,2024-12-18 00:02:30
00:00:00,1734480180,14.31,14.27,53.23,4.98,0.0,28.39,5.41,110.28,1018.9,0.34,16.02,0.0,Clear,clear-night,obs,2024-12-18 00:03:00
00:00:00,1734480210,14.27,14.34,53.54,4.98,0.0,28.4,5.42,110.34,1018.89,0.0,16.02,0.0,Clear,clear-night,obs,2024-12-18 00:03:30
00:00:00,1734480240,14.29,14.31,53.32,4.94,0.0,28.49,5.35,109.15,1018.96,0.0,16.02,0.0,Clear,clear-night,obs,2024-12-18 00:04:00
00:00:00,1734480270,14.35,14.34,53.19,5.03,0.0,28.4,5.35,109.61,1018.98,0.0,15.98,0.0,Clear,clear-night,obs,2024-12-18 00:04:30
00:00:00,1734480300,14.28,14.34,53.11,5.05,0.01,28.35,5.43,110.6,1018.91,0.17,16.0,0.01,Clear,clear-night,obs,2024-12-18 00:05:00
00:00:00,1734480330,14.28,14.3,53.14,4.96,0.0,28.37,5.41,110.79,1018.95,0.36,15.98,0.0,Clear,clear-night,obs,2024-12-18 00:05:30
00:00:00,1734480360,14.28,14.27,53.06,5.02,-0.01,28.37,5.42,110.43,1019.01,0.0,16.07,0.01,Clear,clear-night,obs,2024-12-18 00:06:00
00:00:00,1734480390,14.28,14.33,53.67,4.97,-0.0,28.3,5.38,109.87,1019.06,0.0,16.01,0.01,Clear,clear-night,obs,2024-12-18 00:06:30
00:00:00,1734480420,14.3,14.35,53.46,4.99,-0.0,28.44,5.36,110.09,1019.12,0.21,16.03,0.0,Clear,clear-night,obs,2024-12-18 00:07:00
00:00:00,1734480450,14.29,14.29,53.22,5.01,-0.0,28.45,5.57,109.5,1018.94,0.15,16.01,0.0,Clear,clear-night,obs,2024-12-18 00:07:30
00:00:00,1734480480,14.31,14.3,53.34,4.99,-0.01,28.36,5.31,110.74,1019.15,0.0,15.98,0.03,Clear,clear-night,obs,2024-12-18 00:08:00
00:00:00,1734480510,14.3,14.28,52.83,5.0,-0.0,28.46,5.48,109.63,1019.03,0.08,16.06,0.0,Clear,clear-night,obs,2024-12-18 00:08:30
00:00:00,1734480540,14.26,14.31,53.06,4.98,0.01,28.56,5.46,110.42,1019.14,0.0,15.98,0.0,Clear,clear-night,obs,2024-12-18 00:09:00
00:00:00,1734480570,14.33,14.23,52.91,5.05,0.0,28.51,5.31,110.63,1019.02,0.0,16.02,0.0,Clear,clear-night,obs,2024-12-18 00:09:30
00:00:00,1734480600,14.2,14.34,53.4,5.04,-0.0,28.47,5.39,109.24,1018.86,0.0,15.93,0.0,Clear,clear-night,obs,2024-12-18 00:10:00
00:00:00,1734480630,14.28,14.31,52.93,4.92,-0.02,28.42,5.34,110.03,1019.11,0.0,16.05,0.0,Clear,clear-night,obs,2024-12-18 00:10:30
00:00:00,1734480660,14.29,14.22,53.01,5.03,-0.01,28.1,5.47,110.27,1019.06,0.0,16.01,0.0,Clear,clear-night,obs,2024-12-18 00:11:00
00:00:00,1734480690,14.35,14.21,53.01,4.95,0.01,28.4,5.39,109.27,1018.73,0.14,15.99,0.02,Clear,clear-night,obs,2024-12-18 00:11:30
00:00:00,1734480720,14.33,14.29,53.16,4.96,-0.02,28.43,5.32,110.12,1018.95,0.0,16.09,0.0,Clear,clear-night,obs,2024-12-18 00:12:00
00:00:00,1734480750,14.41,14.33,53.29,5.02,-0.0,28.6,5.35,110.18,1019.0,0.44,16.06,0.02,Clear,clear-night,obs,2024-12-18 00:12:30
