datetime,datetimeEpoch,temp,feelslike,humidity,dew,precip,windgust,windspeed,winddir,pressure,cloudcover,visibility,uvindex,conditions,icon,source,weather_time
00:00:00,1728950400,17.19,17.16,86.33,14.99,-0.01,4.63,7.67,229.75,1017.36,88.05,16.01,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:00:00
00:00:00,1728950430,17.23,17.18,86.52,14.98,-0.0,4.61,7.66,229.63,1017.23,88.05,15.98,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:00:30
00:00:00,1728950460,17.2,17.17,86.42,15.01,0.0,4.5,7.71,229.56,1017.28,87.9,15.97,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:01:00
00:00:00,1728950490,17.2,17.19,86.6,15.05,-0.0,4.6,7.64,229.59,1017.29,87.77,16.0,0.01,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:01:30
00:00:00,1728950520,17.16,17.23,86.57,15.03,0.0,4.6,7.72,229.66,1017.21,87.9,15.96,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:02:00
00:00:00,1728950550,17.19,17.2,86.42,14.96,0.01,4.58,7.69,229.71,1017.31,87.96,15.96,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:02:30
00:00:00,1728950580,17.24,17.18,86.68,14.94,0.0,4.61,7.64,229.99,1017.34,88.06,15.94,0.01,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:03:00
00:00:00,1728950610,17.21,17.17,86.41,15.01,0.0,4.64,7.59,229.92,1017.35,87.76,15.98,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:03:30
00:00:00,1728950640,17.24,17.16,86.79,14.99,0.0,4.62,7.65,230.0,1017.32,87.69,15.93,0.01,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:04:00
00:00:00,1728950670,17.2,17.18,86.35,14.97,0.0,4.45,7.59,229.93,1017.25,88.37,15.94,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:04:30
00:00:00,1728950700,17.22,17.23,86.61,15.01,-0.01,4.68,7.59,229.93,1017.22,87.76,15.94,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:05:00
00:00:00,1728950730,17.23,17.22,86.36,15.0,0.0,4.74,7.62,229.37,1017.28,88.01,15.99,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-15 00:05:30
