datetime,datetimeEpoch,temp,feelslike,humidity,dew,precip,windgust,windspeed,winddir,pressure,cloudcover,visibility,uvindex,conditions,icon,source,weather_time
00:00:00,1728864000,17.13,17.24,83.26,14.48,-0.01,7.99,7.64,210.17,1017.11,87.98,16.01,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:00:00
00:00:00,1728864030,17.17,17.19,83.2,14.47,-0.01,7.94,7.65,210.69,1017.08,88.12,16.01,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:00:30
00:00:00,1728864060,17.11,17.22,83.38,14.47,0.01,7.9,7.62,209.99,1017.09,87.91,16.0,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:01:00
00:00:00,1728864090,17.18,17.22,83.23,14.45,0.0,7.96,7.62,210.15,1017.1,87.93,16.01,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:01:30
00:00:00,1728864120,17.19,17.21,83.4,14.46,-0.0,7.92,7.59,209.87,1017.2,87.5,16.05,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:02:00
00:00:00,1728864150,17.18,17.18,83.31,14.52,0.0,7.94,7.64,210.01,1017.09,87.63,16.0,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:02:30
00:00:00,1728864180,17.14,17.22,83.35,14.49,-0.01,7.88,7.61,209.88,1017.13,87.7,16.02,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:03:00
00:00:00,1728864210,17.12,17.23,83.43,14.44,0.0,8.03,7.62,210.18,1017.13,88.1,15.97,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:03:30
00:00:00,1728864240,17.15,17.2,83.66,14.43,-0.0,7.94,7.69,210.29,1017.18,87.86,16.02,0.01,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:04:00
00:00:00,1728864270,17.16,17.18,83.15,14.47,-0.0,7.92,7.56,210.55,1017.05,87.46,16.03,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:04:30
00:00:00,1728864300,17.21,17.15,83.48,14.43,0.01,7.9,7.52,209.93,1017.02,87.97,16.0,0.02,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:05:00
00:00:00,1728864330,17.19,17.21,83.17,14.46,0.01,7.91,7.64,209.97,1017.15,87.57,16.05,0.02,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:05:30
00:00:00,1728864360,17.21,17.2,83.47,14.42,0.0,7.99,7.55,210.22,1017.13,88.06,16.01,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:06:00
00:00:00,1728864390,17.16,17.15,83.58,14.46,-0.01,7.92,7.61,209.37,1017.09,87.9,16.04,0.01,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:06:30
00:00:00,1728864420,17.13,17.15,83.32,14.47,-0.0,8.05,7.58,210.18,1017.02,87.29,16.02,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:07:00
00:00:00,1728864450,17.15,17.24,83.21,14.46,-0.01,8.05,7.63,210.23,1017.03,87.36,16.02,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:07:30
00:00:00,1728864480,17.21,17.15,83.21,14.42,-0.0,7.82,7.59,209.91,1017.06,87.9,16.01,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:08:00
00:00:00,1728864510,17.22,17.2,83.26,14.44,-0.0,7.97,7.6,209.96,1017.23,88.23,16.0,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:08:30
00:00:00,1728864540,17.18,17.17,83.26,14.5,-0.01,7.85,7.61,210.14,1016.99,87.89,15.98,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:09:00
00:00:00,1728864570,17.12,17.15,83.28,14.5,0.0,8.0,7.65,210.25,1016.98,87.81,15.97,0.05,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:09:30
00:00:00,1728864600,17.14,17.22,83.37,14.46,-0.01,7.94,7.72,210.32,1017.31,87.95,15.94,0.03,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:10:00
00:00:00,1728864630,17.12,17.13,83.28,14.39,0.01,7.91,7.65,209.49,1017.09,87.25,16.02,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:10:30
00:00:00,1728864660,17.21,17.16,83.13,14.47,0.02,8.01,7.55,209.82,1017.21,88.16,16.06,0.01,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:11:00
00:00:00,1728864690,17.15,17.21,83.57,14.49,0.01,8.05,7.57,209.97,1017.24,87.45,16.08,0.01,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:11:30
00:00:00,1728864720,17.14,17.05,83.67,14.52,0.01,7.94,7.67,210.08,1017.11,87.91,16.03,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:12:00
00:00:00,1728864750,17.22,17.23,83.18,14.46,0.02,8.03,7.52,209.61,1017.17,87.14,16.03,0.02,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:12:30
00:00:00,1728864780,17.17,17.38,82.88,14.51,0.03,7.91,7.67,209.59,1017.33,88.75,16.05,0.0,Partially cloudy,partly-cloudy-night,obs,2024-10-14 00:13:00
