datetime,datetimeEpoch,temp,feelslike,humidity,dew,precip,windgust,windspeed,winddir,pressure,cloudcover,visibility,uvindex,conditions,icon,source,weather_time
00:00:00,1726963200,17.99,17.84,87.0,15.68,0.01,8.91,13.03,250.05,1013.28,50.28,16.01,0.01,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:00:00
00:00:00,1726963230,17.93,17.88,86.86,15.66,0.0,8.97,13.03,249.9,1013.28,50.18,16.0,0.0,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:00:30
00:00:00,1726963260,17.92,17.87,86.79,15.68,-0.0,8.97,13.13,249.55,1013.26,50.2,16.03,0.01,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:01:00
00:00:00,1726963290,17.95,17.83,86.73,15.67,0.0,8.9,12.98,249.63,1013.21,50.12,16.03,0.0,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:01:30
00:00:00,1726963320,17.94,17.91,86.86,15.68,0.0,9.01,12.96,249.44,1013.25,50.5,15.98,0.01,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:02:00
00:00:00,1726963350,17.95,17.84,86.82,15.68,-0.01,8.92,13.03,249.69,1013.18,49.81,16.02,0.0,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:02:30
00:00:00,1726963380,17.97,17.85,87.04,15.69,0.01,8.89,13.0,249.88,1013.14,50.48,15.98,0.0,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:03:00
00:00:00,1726963410,17.91,17.86,86.74,15.69,0.0,8.92,13.07,249.63,1013.22,50.57,16.0,0.02,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:03:30
00:00:00,1726963440,17.95,17.89,86.87,15.7,-0.0,9.05,13.01,250.25,1013.1,50.29,16.02,0.0,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:04:00
00:00:00,1726963470,17.93,17.87,86.9,15.71,-0.0,9.0,13.06,249.84,1013.16,50.22,16.03,0.0,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:04:30
00:00:00,1726963500,17.9,17.9,87.06,15.67,0.01,9.02,12.95,249.53,1013.28,50.09,16.05,0.0,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:05:00
00:00:00,1726963530,17.96,17.9,86.79,15.66,-0.0,8.97,13.05,250.06,1013.2,50.39,16.0,0.0,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:05:30
00:00:00,1726963560,17.99,17.91,86.9,15.66,0.01,8.97,13.07,250.27,1013.34,50.16,16.03,0.0,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:06:00
00:00:00,1726963590,17.97,17.82,86.97,15.65,0.0,9.07,13.01,251.2,1013.19,50.49,16.02,0.0,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:06:30
00:00:00,1726963620,17.97,17.87,86.82,15.64,0.01,9.09,12.99,249.78,1013.24,50.03,15.98,0.01,Partially cloudy,partly-cloudy-night,obs,2024-09-22 00:07:00
